0.0568601,0.135693,-0.00869621,0.98908
0.0566856,0.136233,-0.0139704,0.988955
0.0563638,0.142779,-0.0212049,0.987921
0.0552404,0.151173,-0.0337926,0.986384
0.0540039,0.155038,-0.0435384,0.98547
0.0527599,0.159532,-0.0529243,0.98436
0.0520978,0.166245,-0.0600406,0.982875
0.0510334,0.175291,-0.0714494,0.980594
0.0444985,0.174427,-0.110947,0.977387
0.0363991,0.174101,-0.15684,0.971476
0.0261019,0.172315,-0.209626,0.962124
0.0155394,0.174424,-0.26517,0.948166
-0.00193372,0.166476,-0.332255,0.928379
-0.0227956,0.160773,-0.410014,0.897508
-0.0490847,0.156232,-0.497526,0.851851
-0.0866561,0.147452,-0.589683,0.789318
-0.138376,0.143903,-0.684679,0.70097
-0.209557,0.15169,-0.76477,0.590087
-0.300202,0.180816,-0.8104,0.469506
-0.40952,0.224335,-0.808722,0.35768
-0.530957,0.264334,-0.759905,0.266
-0.652282,0.286957,-0.673643,0.195929
-0.75418,0.29056,-0.569084,0.15143
-0.829525,0.277212,-0.467397,0.128776
-0.874945,0.256433,-0.378296,0.160016
-0.908339,0.232908,-0.305456,0.165441
-0.922191,0.2101,-0.268513,0.182546
-0.930855,0.189254,-0.241291,0.198671
-0.934947,0.166955,-0.22401,0.218678
-0.936055,0.15382,-0.216185,0.231094
-0.938346,0.144614,-0.204335,0.238413
-0.934453,0.128847,-0.211969,0.255472
-0.930105,0.13586,-0.230052,0.252038
-0.927972,0.135995,-0.236482,0.25387
-0.925133,0.138337,-0.246526,0.253409
-0.926667,0.142474,-0.242758,0.249117
-0.927237,0.145608,-0.241699,0.246192
-0.925694,0.146818,-0.246514,0.246509
-0.9276,0.149109,-0.240793,0.243606
-0.927495,0.147635,-0.239259,0.246399
-0.926943,0.153538,-0.244645,0.239482
-0.926104,0.148999,-0.243872,0.246289
-0.920888,0.149294,-0.260355,0.248782
-0.920564,0.155576,-0.266682,0.239246
-0.922957,0.159008,-0.262598,0.232183
-0.924342,0.159663,-0.259375,0.229836
-0.922975,0.162414,-0.265741,0.2261
-0.924155,0.161486,-0.262144,0.226143
-0.925383,0.152446,-0.251241,0.239383
-0.924545,0.154428,-0.255194,0.237161
-0.927619,0.153549,-0.244843,0.236638
-0.927783,0.154306,-0.244687,0.235661
-0.927447,0.153622,-0.244993,0.23711
-0.928841,0.157115,-0.243124,0.231212
-0.92722,0.15247,-0.244471,0.23927
-0.926827,0.154572,-0.247297,0.236524
-0.928816,0.155807,-0.242398,0.232957
-0.929275,0.154584,-0.240311,0.234098
-0.930268,0.154867,-0.237733,0.232597
-0.929864,0.154011,-0.238634,0.233852
-0.929931,0.152178,-0.237283,0.236152
-0.929221,0.152051,-0.239649,0.236637
-0.929424,0.153907,-0.240747,0.233507
-0.931337,0.154661,-0.235738,0.230473
-0.932965,0.145429,-0.223707,0.241625
-0.932525,0.148095,-0.227431,0.238204
-0.93088,0.143852,-0.229644,0.245015
-0.929748,0.14361,-0.233428,0.24588
-0.931982,0.149032,-0.230925,0.236375
-0.933136,0.153338,-0.230768,0.229108
-0.932495,0.155564,-0.234586,0.226324
-0.932141,0.153937,-0.234672,0.228791
-0.934684,0.146061,-0.221286,0.236778
-0.935379,0.143166,-0.217819,0.239009
-0.936422,0.142755,-0.215052,0.237672
-0.938591,0.142992,-0.208865,0.234469
-0.935524,0.141691,-0.219396,0.237874
-0.936832,0.139394,-0.214186,0.238828
-0.937842,0.140397,-0.212619,0.235657
-0.939869,0.135911,-0.203117,0.238575
-0.940006,0.132884,-0.201953,0.240721
-0.940486,0.122462,-0.193102,0.251397
-0.942177,0.125812,-0.190719,0.245154
-0.944556,0.127917,-0.184616,0.239517
-0.944258,0.124839,-0.18544,0.241669
-0.944519,0.123269,-0.185164,0.241666
-0.944327,0.111257,-0.177668,0.253578
-0.944225,0.108012,-0.177105,0.255747
-0.947191,0.114456,-0.170347,0.246397
-0.95013,0.122079,-0.164609,0.235061
-0.951681,0.122078,-0.159822,0.232071
-0.953063,0.124141,-0.157318,0.226962
-0.954088,0.12372,-0.155039,0.224439
-0.955035,0.131295,-0.157721,0.213996
-0.957347,0.136368,-0.153525,0.203275
-0.959534,0.138106,-0.148393,0.195451
-0.965,0.112825,-0.116203,0.206257
-0.965562,0.0996155,-0.110692,0.213338
-0.966115,0.0885999,-0.105049,0.218487
-0.967429,0.0714019,-0.0890408,0.225952
-0.966127,0.0485624,-0.0861289,0.238374
-0.966067,0.05538,-0.0940868,0.234084
-0.962064,0.0513645,-0.124106,0.23747
-0.966377,0.0643621,-0.10122,0.227438
-0.97067,0.0851039,-0.0829464,0.208992
-0.973526,0.0890429,-0.0667109,0.19967
-0.974963,0.0839147,-0.0579858,0.197594
-0.97618,0.0805339,-0.0507881,0.194953
-0.976748,0.0751747,-0.0483839,0.194864
-0.977318,0.0644642,-0.0442643,0.196812
-0.978207,0.0506552,-0.0340599,0.198457
-0.977734,0.0363633,-0.0383894,0.203077
-0.97926,0.0446678,-0.0141307,0.197118
-0.979499,0.0462853,-0.0118802,0.195698
-0.980214,0.0579903,0.00142292,0.189249
-0.980135,0.0625191,-0.000287238,0.188221
-0.980107,0.063476,-0.00300606,0.188022
-0.981184,0.0770857,0.0152868,0.176358
-0.982034,0.0746624,0.0197151,0.172182
-0.981806,0.0811857,0.0179444,0.170718
-0.986638,0.0492857,0.062608,0.142116
-0.988531,0.0317225,0.0664694,0.131843
-0.989628,0.0185872,0.0728381,0.122417
-0.990148,0.000664942,0.0891267,0.107996
-0.991387,-0.0253397,0.0925717,0.0891111
-0.99102,-0.0413818,0.100374,0.078046
-0.991065,-0.0498412,0.100646,0.0719502
-0.990075,-0.0514837,0.10746,0.0745144
-0.982957,0.017419,0.109206,0.146855
-0.980217,0.0290668,0.124969,0.150705
-0.979657,0.0307001,0.131675,0.148297
-0.978278,0.0330599,0.149636,0.139599
-0.977695,0.0360134,0.148787,0.143796
